Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7772172,OR,0.009,0.001,-0.008,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7775100,OR,-0.009,0.001,-0.021,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs77826402,OR,0.015,0.003,0.004,0.018
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7796103,OR,-0.008,0.001,0.006,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7799141,OR,0.01,0.002,-0.014,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs77999825,OR,0.029,0.004,-0.03,0.033
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7803932,OR,0.013,0.002,-0.015,0.014
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs780569,OR,-0.009,0.002,0.006,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs78116078,OR,0.009,0.002,0.005,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7816777,OR,-0.009,0.002,-0.003,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs78193153,OR,0.019,0.003,-0.034,0.016
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7823700,OR,0.013,0.002,-0.015,0.018
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs78365243,OR,0.018,0.003,0.019,0.027
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs78440611,OR,-0.015,0.002,0.023,0.016
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7849480,OR,-0.008,0.001,0.018,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7849487,OR,-0.017,0.002,-0.015,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7855503,OR,0.009,0.002,0.005,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs78648104,OR,-0.014,0.003,0.012,0.017
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs78702390,OR,0.017,0.003,-0.015,0.023
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs78714229,OR,0.017,0.003,0.032,0.022
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7875078,OR,-0.008,0.001,0.008,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs78918150,OR,-0.008,0.002,0.005,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7894722,OR,0.009,0.001,0.001,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7899270,OR,-0.008,0.002,0.008,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7905192,OR,0.008,0.001,0.028,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs790647,OR,-0.015,0.002,-0.008,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7910403,OR,0.012,0.002,-0.005,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7914674,OR,-0.014,0.002,0.004,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7920624,OR,0.012,0.001,-0.009,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7924036,OR,0.013,0.001,0.006,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs79265434,OR,-0.02,0.002,-0.001,0.016
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7928017,OR,0.01,0.001,-0.008,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7931563,OR,-0.011,0.001,0.003,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs795230,OR,0.008,0.001,-0.005,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7958371,OR,-0.009,0.002,0.015,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs79585412,OR,-0.018,0.003,-0.017,0.021
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7965154,OR,-0.009,0.002,-0.001,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7967550,OR,-0.009,0.001,0.007,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7972246,OR,0.011,0.002,-0.018,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs79728014,OR,-0.013,0.002,0.007,0.015
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7974852,OR,0.012,0.001,-0.013,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs7977614,OR,-0.013,0.002,0.031,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs79798166,OR,0.017,0.003,0.004,0.02
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs79855925,OR,-0.019,0.003,-0.003,0.026
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs79994730,OR,0.024,0.004,0.02,0.028
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs79997166,OR,0.017,0.003,-0.011,0.025
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs80037907,OR,-0.011,0.002,-0.001,0.014
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8008382,OR,-0.011,0.002,0,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8009933,OR,0.009,0.002,0.009,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8016504,OR,-0.009,0.001,0.005,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs80223410,OR,-0.012,0.002,0.017,0.018
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8024,OR,-0.012,0.002,0.042,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs80257979,OR,-0.025,0.004,-0.003,0.029
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8030487,OR,0.009,0.002,-0.028,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs803619,OR,-0.017,0.002,0.022,0.015
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8046072,OR,0.01,0.002,-0.005,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8052523,OR,-0.008,0.001,-0.003,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8066044,OR,0.009,0.002,-0.019,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs806816,OR,0.01,0.002,-0.003,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8097125,OR,0.009,0.001,-0.002,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8103741,OR,-0.011,0.002,0.008,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs818415,OR,-0.011,0.002,0.003,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs8192465,OR,-0.027,0.005,-0.004,0.043
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs852771,OR,0.009,0.002,0.007,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs853286,OR,0.012,0.002,-0.005,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs854796,OR,0.009,0.002,0.004,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs868456,OR,0.009,0.002,0.004,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs870589,OR,-0.008,0.001,0.016,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs884108,OR,-0.009,0.002,-0.014,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs891793,OR,-0.01,0.001,-0.007,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs893522,OR,0.015,0.003,-0.018,0.017
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs902820,OR,-0.01,0.001,-0.008,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs911149,OR,0.009,0.002,-0.009,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs912883,OR,0.009,0.002,-0.004,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs913509,OR,0.01,0.002,-0.008,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs925161,OR,-0.008,0.001,-0.003,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9267658,OR,0.014,0.002,-0.05,0.017
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9267677,OR,0.018,0.002,0.023,0.015
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9289300,OR,-0.016,0.002,0.025,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9291437,OR,-0.008,0.001,0,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9294770,OR,0.008,0.001,-0.012,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs929511,OR,-0.016,0.002,0.005,0.014
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9300612,OR,0.008,0.002,0.007,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs933738,OR,-0.011,0.002,0.013,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9349956,OR,-0.016,0.002,-0.009,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9359939,OR,-0.011,0.002,-0.012,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs936496,OR,-0.008,0.001,0.002,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9371883,OR,-0.009,0.002,0.012,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9373363,OR,-0.011,0.002,-0.01,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9375188,OR,0.021,0.001,-0.001,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9375403,OR,0.013,0.002,-0.013,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9386110,OR,-0.016,0.002,0.011,0.015
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9388490,OR,0.009,0.001,-0.036,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs939400,OR,-0.01,0.002,0.005,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9411331,OR,0.015,0.002,-0.015,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9435340,OR,0.009,0.002,-0.011,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9442750,OR,-0.009,0.002,-0.002,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9446060,OR,0.008,0.001,0,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9465509,OR,-0.008,0.001,0.011,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9490512,OR,-0.014,0.001,0.001,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9492774,OR,0.008,0.002,-0.024,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9513416,OR,-0.012,0.002,0.003,0.014
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9513754,OR,0.01,0.002,0.006,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9527662,OR,0.009,0.001,0.008,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9527905,OR,-0.009,0.001,-0.012,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9529146,OR,0.013,0.002,-0.004,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9536462,OR,0.013,0.002,-0.01,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9540718,OR,-0.009,0.001,0.019,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9545395,OR,0.014,0.002,0.004,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9556958,OR,-0.011,0.001,-0.005,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9563168,OR,0.01,0.002,-0.01,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9568798,OR,-0.009,0.002,0.016,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9597907,OR,0.015,0.003,0.007,0.016
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9611597,OR,-0.011,0.002,0.015,0.015
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9616906,OR,0.012,0.001,-0.014,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9616947,OR,-0.013,0.002,0.023,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9633970,OR,0.009,0.002,-0.004,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9649,OR,0.011,0.002,-0.015,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9655780,OR,-0.015,0.002,-0.02,0.014
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9666728,OR,-0.008,0.001,-0.005,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9683585,OR,0.008,0.001,0.002,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs969512,OR,-0.011,0.002,0.005,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9771228,OR,0.01,0.002,-0.018,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs977143,OR,0.009,0.002,0.002,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs978807,OR,0.014,0.002,-0.007,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs981230,OR,0.01,0.001,0.011,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs981883,OR,0.01,0.001,-0.016,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9820604,OR,0.012,0.002,-0.006,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9821664,OR,0.009,0.002,-0.01,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9830359,OR,-0.015,0.002,0.009,0.015
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9844755,OR,0.008,0.002,0.008,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9849884,OR,-0.009,0.001,0.008,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9853928,OR,-0.013,0.002,0.022,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9858921,OR,-0.009,0.001,0.003,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9859556,OR,0.029,0.002,-0.043,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9866123,OR,0.009,0.001,-0.013,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9870317,OR,0.009,0.002,-0.029,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9877225,OR,0.009,0.002,-0.008,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9882532,OR,0.012,0.002,0.002,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9886703,OR,-0.014,0.002,0.033,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9888796,OR,0.011,0.002,-0.007,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9916901,OR,0.009,0.002,-0.022,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9924031,OR,0.009,0.002,0.007,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9926649,OR,0.018,0.003,-0.012,0.022
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9927049,OR,0.01,0.002,0.013,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9927137,OR,0.008,0.001,0,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9927842,OR,-0.013,0.002,0.003,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9929556,OR,-0.01,0.001,0.012,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9929762,OR,0.01,0.001,-0.001,0.009
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9929993,OR,-0.01,0.002,0.001,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9933256,OR,0.012,0.001,0.008,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs995698,OR,-0.01,0.001,0,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9974899,OR,-0.009,0.002,0.002,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs9977825,OR,-0.009,0.002,0.026,0.01
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs1558902,OR,0.082,0.002,0,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs6567160,OR,0.056,0.004,0,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs13021737,OR,0.06,0.004,0.049,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs10938397,OR,0.04,0.003,0.02,0.015
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs543874,OR,0.048,0.004,0,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2207139,OR,0.045,0.004,0.039,0.025
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs11030104,OR,0.041,0.004,0.03,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs3101336,OR,0.033,0.003,-0.01,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs7138803,OR,0.032,0.003,0.02,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs10182181,OR,0.031,0.003,0.058,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs3888190,OR,0.031,0.003,0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs1516725,OR,0.045,0.005,0.02,0.026
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs12446632,OR,0.04,0.005,0.058,0.03
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2287019,OR,0.036,0.004,0.049,0.025
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs16951275,OR,0.031,0.004,-0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs3817334,OR,0.026,0.003,-0.03,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2112347,OR,0.026,0.003,0.02,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs12566985,OR,0.024,0.003,-0.01,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs3810291,OR,0.028,0.004,-0.03,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs7141420,OR,0.024,0.003,0.02,0.015
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs13078960,OR,0.03,0.004,-0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs10968576,OR,0.025,0.003,0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs12429545,OR,0.033,0.005,0.01,0.026
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs12286929,OR,0.022,0.003,-0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs11165643,OR,0.022,0.003,0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs7903146,OR,0.023,0.003,-0.02,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs10132280,OR,0.023,0.003,0,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs17405819,OR,0.022,0.003,-0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs1016287,OR,0.023,0.003,0.03,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs4256980,OR,0.021,0.003,-0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs17094222,OR,0.025,0.004,0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs12401738,OR,0.021,0.003,0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs7599312,OR,0.022,0.003,0.02,0.02
