2021,"Association of Sleep Traits and Heel Bone Mineral Density: Observational and Mendelian Randomization Studies",15234681,"Journal of Bone and Mineral Research","36","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,12,0,12
2021,"MRCIP: A robust Mendelian randomization method accounting for correlated and idiosyncratic pleiotropy",14774054,"Briefings in Bioinformatics","22","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2,12,0,12
2021,"A two-sample Mendelian randomization analysis of heart rate variability and cerebral small vessel disease",17517176,"Journal of Clinical Hypertension","23","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,1,12,0,12
2021,"Genetically Determined Serum Calcium Levels and Markers of Ventricular Repolarization: A Mendelian Randomization Study in the UK Biobank",25748300,"Circulation: Genomic and Precision Medicine","14","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,2,12,0,12
2021,"Investigation of glycaemic traits in psychiatric disorders using Mendelian randomisation revealed a causal relationship with anorexia nervosa",1740634X,"Neuropsychopharmacology","46","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2,0,12,0,12
2021,"Relationship of Soluble Interleukin-6 Receptors With Asthma: A Mendelian Randomization Study",2296858X,"Frontiers in Medicine","8","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,2,12,0,12
2021,"Causal effects of homocysteine levels on the changes of bone mineral density and risk for bone fracture: A two-sample mendelian randomization study",15321983,"Clinical Nutrition","40","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,12,0,12
2021,"Assessment of Bidirectional Relationships Between Polycystic Ovary Syndrome and Periodontitis: Insights From a Mendelian Randomization Analysis",16648021,"Frontiers in Genetics","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,12,0,12
2021,"A combined proteomics and mendelian randomization approach to investigate the effects of aspirin-targeted proteins on colorectal cancer",15387755,"Cancer Epidemiology Biomarkers and Prevention","30","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,2,12,0,12
2021,"Potential causal role of L-glutamine in sickle cell disease painful crises: A Mendelian randomization analysis",10960961,"Blood Cells, Molecules, and Diseases","86","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,0,12,0,12
2021,"Neuroticism, Smoking, and the Risk of Parkinson's Disease",1877718X,"Journal of Parkinson's Disease","11","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,12,0,12
2020,"Genetically predicted levels of circulating cytokines and prostate cancer risk: A Mendelian randomization study",10970215,"International Journal of Cancer","147","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2,12,0,12
2020,"Poly(ADP-Ribose) Polymerase Activity and Coronary Artery Disease in Type 2 Diabetes Mellitus: An Observational and Bidirectional Mendelian Randomization Study",15244636,"Arteriosclerosis, Thrombosis, and Vascular Biology","40","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,1,12,0,12
2020,"Pleiotropy in the Genetic Predisposition to Rheumatoid Arthritis: A Phenome-Wide Association Study and Inverse Variance–Weighted Meta-Analysis",23265205,"Arthritis and Rheumatology","72","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,0,12,0,12
2020,"Serum Calcium Levels and Parkinson’s Disease: A Mendelian Randomization Study",16648021,"Frontiers in Genetics","11","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,1,12,0,12
2020,"No association between alcohol consumption and risk of atrial fibrillation: A two-sample Mendelian randomization study",15903729,"Nutrition, Metabolism and Cardiovascular Diseases","30","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,12,0,12
2020,"Causal effects of serum metabolites on amyotrophic lateral sclerosis: A Mendelian randomization study",18784216,"Progress in Neuro-Psychopharmacology and Biological Psychiatry","97","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,2,0,12,0,12
2020,"Allergy, asthma, and the risk of breast and prostate cancer: a Mendelian randomization study",15737225,"Cancer Causes and Control","31","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,2,1,12,0,12
2020,"The assessment of interleukin-18 on the risk of coronary heart disease",18756638,"Medicinal Chemistry","16","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,1,1,12,0,12
2020,"Effects of adiponectin on T2DM and glucose homeostasis: A mendelian randomization study",11787007,"Diabetes, Metabolic Syndrome and Obesity","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,12,0,12
2019,"Low Birth Weight and Kidney Function in Middle-Aged Men and Women: The Netherlands Epidemiology of Obesity Study",15236838,"American Journal of Kidney Diseases","74","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,4,0,12,0,12
2019,"Reproduction and longevity: A Mendelian randomization study of gonadotropin-releasing hormone and ischemic heart disease",23528273,"SSM - Population Health","8","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,4,0,0,12,0,12
2019,"Gout and the risk of Alzheimer′s disease: A Mendelian randomization study",1756185X,"International Journal of Rheumatic Diseases","22","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,1,0,12,0,12
2018,"Challenges in Interpreting Multivariable Mendelian Randomization: Might “Good Cholesterol” Be Good After All?",15236838,"American Journal of Kidney Diseases","71","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,1,2,0,12,0,12
2017,"Genetic variants associated with type 2 diabetes and adiposity and risk of intracranial and abdominal aortic aneurysms",14765438,"European Journal of Human Genetics","25","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,1,1,1,12,0,12
2024,"Mental health and lower urinary tract symptoms: Results from the NHANES and Mendelian randomization study",18791360,"Journal of Psychosomatic Research","178","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,0,11
2024,"Multiple long-term conditions in people with psoriasis: a latent class and bidirectional Mendelian randomization analysis",13652133,"British Journal of Dermatology","190","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,0,11
2024,"Causal relationship between gut microbiota and diabetic nephropathy: a two-sample Mendelian randomization study",16643224,"Frontiers in Immunology","15","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,11
2024,"Exploring the causal relationship between inflammatory cytokines and inflammatory arthritis: A Mendelian randomization study",10960023,"Cytokine","173","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,11,0,11
2024,"Bidirectional Association Between Cardiovascular Disease and Lung Cancer in a Prospective Cohort Study",15561380,"Journal of Thoracic Oncology","19","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,11,0,11
2023,"Circulating sex hormone-binding globulin levels and ischemic stroke risk: a Mendelian randomization study",14690756,"Postgraduate Medical Journal","99","1178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,0,11
2023,"The causal relationship between pure hypercholesterolemia and psoriasis: A bidirectional, two-sample Mendelian randomization study",16000846,"Skin Research and Technology","29","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
2023,"Clean energy use and subjective and objective health outcomes in rural China",03014215,"Energy Policy","183","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,11
2023,"Plasma lipids, alcohol intake frequency and risk of Osteoarthritis: a Mendelian randomization study",14712458,"BMC Public Health","23","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,11,0,11
2023,"Identifying the potential causal role of insomnia symptoms on 11,409 health-related outcomes: a phenome-wide Mendelian randomisation analysis in UK Biobank",17417015,"BMC Medicine","21","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,11,0,11
2023,"A bidirectional Mendelian randomized study of classical blood lipids and venous thrombosis",20452322,"Scientific Reports","13","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,0,11
2023,"Genetically predicted obesity and risk of hip osteoarthritis",15901262,"Eating and Weight Disorders","28","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,11,0,11
2023,"Evaluating the Effects of Omega-3 Polyunsaturated Fatty Acids on Inflammatory Bowel Disease via Circulating Metabolites: A Mediation Mendelian Randomization Study",22181989,"Metabolites","13","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,0,11
2023,"Causal Effects of Gut Microbiota on Sleep-Related Phenotypes: A Two-Sample Mendelian Randomization Study",26245175,"Clocks and Sleep","5","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,11,0,11
2023,"Gut microbiota and acne: A Mendelian randomization study",16000846,"Skin Research and Technology","29","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,11
2023,"Unraveling the metabolic underpinnings of frailty using multicohort observational and Mendelian randomization analyses",14749726,"Aging Cell","22","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,11,0,11
2023,"Causal relationship between Type 1 diabetes and osteoporosis and fracture occurrence: a two-sample Mendelian randomization analysis",14332965,"Osteoporosis International","34","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,11
2023,"Metabolome-Wide Mendelian Randomization Assessing the Causal Relationship Between Blood Metabolites and Bone Mineral Density",14320827,"Calcified Tissue International","112","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,0,11
2023,"Low leukocyte mitochondrial DNA abundance drives atherosclerotic cardiovascular diseases: A cohort and Mendelian randomization study",17553245,"Cardiovascular Research","119","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,11,0,11
2023,"Genetic variants associated with syncope implicate neural and autonomic processes",15229645,"European Heart Journal","44","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,11,0,11
2023,"Potential causal association between leisure sedentary behaviors, physical activity and musculoskeletal health: A Mendelian randomization study",19326203,"PLoS ONE","18","3 March",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,11,0,11
2023,"Multisite chronic pain as a causal risk factor for coronary artery disease: findings from Mendelian randomization",18726623,"Pain","164","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,11,0,11
2023,"Causal associations between dried fruit intake and cardiovascular disease: A Mendelian randomization study",2297055X,"Frontiers in Cardiovascular Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,11,0,11
2023,"Statins, Type 2 Diabetes, and Body Mass Index: A Univariable and Multivariable Mendelian Randomization Study",19457197,"Journal of Clinical Endocrinology and Metabolism","108","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,11,0,11
2023,"Assessment of bidirectional relationships between circulating cytokines and periodontitis: Insights from a mendelian randomization analysis",16648021,"Frontiers in Genetics","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,11,0,11
2023,"Relationship between gut microbiota and thyroid function: a two-sample Mendelian randomization study",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,0,11
2023,"Causal effects of specific gut microbiota on musculoskeletal diseases: a bidirectional two-sample Mendelian randomization study",1664302X,"Frontiers in Microbiology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,11
2023,"Inflammatory bowel disease and prostate cancer risk: a two-sample Mendelian randomization analysis",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,11,0,11
2023,"The genetically predicted causal relationship of inflammatory bowel disease with bone mineral density and osteoporosis: evidence from two-sample Mendelian randomization",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,11,0,11
2023,"Causal association between obstructive sleep apnea and gastroesophageal reflux disease: A bidirectional two-sample Mendelian randomization study",16648021,"Frontiers in Genetics","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,11,0,11
2023,"Bi-directional causal effect between vitamin B12 and non-alcoholic fatty liver disease: Inferring from large population data",2296861X,"Frontiers in Nutrition","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,11,0,11
2023,"Causal effects of fatty acids on atopic dermatitis: A Mendelian randomization study",2296861X,"Frontiers in Nutrition","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,11,0,11
2023,"Mendelian randomization study on causal association of IL-6 signaling with pulmonary arterial hypertension",15256006,"Clinical and Experimental Hypertension","45","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,0,11
2022,"Causal influence of dietary habits on the risk of major depressive disorder: A diet-wide Mendelian randomization analysis",15732517,"Journal of Affective Disorders","319","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,11,0,11
2022,"Clustered Mendelian randomization analyses identify distinct and opposing pathways in the association between genetically influenced insulin-like growth factor-1 and type 2 diabetes mellitus",14643685,"International Journal of Epidemiology","51","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,11,0,11
2022,"Assessing the causal associations of obstructive sleep apnea with serum uric acid levels and gout: a bidirectional two-sample Mendelian randomization study",1532866X,"Seminars in Arthritis and Rheumatism","57","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,11,0,11
2022,"Immunoglobulin G N-glycan, inflammation and type 2 diabetes in East Asian and European populations: a Mendelian randomization study",15283658,"Molecular Medicine","28","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,11,0,11
2022,"Using a two-sample mendelian randomization analysis to explore the relationship between physical activity and Alzheimer’s disease",20452322,"Scientific Reports","12","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,11,0,11
2022,"Integrative analysis of multi-omics data to detect the underlying molecular mechanisms for obesity in vivo in humans",14797364,"Human Genomics","16","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,11,0,11
2022,"Investigating the effect of sexual behaviour on oropharyngeal cancer risk: a methodological assessment of Mendelian randomization",17417015,"BMC Medicine","20","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,11,0,11
2022,"Modifiable risk factors for intracranial aneurysms: Evidence from genetic studies",17474949,"International Journal of Stroke","17","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,11
2022,"Intelligence, education level, and risk of Parkinson’s disease in European populations: A Mendelian randomization study",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,11,0,11
2022,"Vitamin D and heart failure: A two-sample mendelian randomization study",15903729,"Nutrition, Metabolism and Cardiovascular Diseases","32","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,11,0,11
2022,"COVID-19 and platelet traits: A bidirectional Mendelian randomization study",10969071,"Journal of Medical Virology","94","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,0,11
2022,"Causal effect of serum 25-hydroxyvitamin D levels on low back pain: A two-sample mendelian randomization study",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,11,0,11
2022,"Mendelian randomization study for the roles of IL-18 and IL-1 receptor antagonist in the development of inflammatory bowel disease",18781705,"International Immunopharmacology","110","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,11,0,11
2022,"Osteoarthritis, coronary artery disease, and myocardial infarction: A mendelian randomization study",2297055X,"Frontiers in Cardiovascular Medicine","9","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,1,11,0,11
2022,"A mendelian randomization study with populations of European ancestry rules out a causal relationship between inflammatory bowel disease and colorectal cancer",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,11,0,11
2022,"Association of Genetically Predicted Fibroblast Growth Factor-23 with Heart Failure A Mendelian Randomization Study",1555905X,"Clinical Journal of the American Society of Nephrology","17","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,11,0,11
2022,"The association between mitochondrial DNA abundance and stroke: A combination of multivariable-adjusted survival and Mendelian randomization analyses",18791484,"Atherosclerosis","354","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,11,0,11
2022,"Putative Candidate Drug Targets for Sarcopenia-Related Traits Identified Through Mendelian Randomization Analysis of the Blood Proteome",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,11,0,11
2022,"HemoglobinA1c Is a Risk Factor for Changes of Bone Mineral Density: A Mendelian Randomization Study",16642392,"Frontiers in Endocrinology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,11,0,11
2022,"Unravelling the Distinct Effects of Systolic and Diastolic Blood Pressure Using Mendelian Randomisation",20734425,"Genes","13","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,11,0,11
2022,"Distinct causal effects of body fat distribution on cardiometabolic traits among children: Findings from the BCAMS study",15903729,"Nutrition, Metabolism and Cardiovascular Diseases","32","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,3,11,0,11
2022,"Evaluating the Causal Effects of Gestational Diabetes Mellitus, Heart Disease, and High Body Mass Index on Maternal Alzheimer’s Disease and Dementia: Multivariable Mendelian Randomization",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,11,0,11
2022,"Associations Between Vitamin D Levels and Risk of Heart Failure: A Bidirectional Mendelian Randomization Study",2296861X,"Frontiers in Nutrition","9","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,11,0,11
2022,"Mendelian Randomization Rules Out Causation Between Inflammatory Bowel Disease and Non-Alcoholic Fatty Liver Disease",16639812,"Frontiers in Pharmacology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,11,0,11
2022,"Causal Effects of Genetically Predicted Cystatin C on Osteoporosis: A Two-Sample Mendelian Randomization Study",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,11,0,11
2022,"Profile-likelihood Bayesian model averaging for two-sample summary data Mendelian randomization in the presence of horizontal pleiotropy",10970258,"Statistics in Medicine","41","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,11,0,11
2022,"No Causal Association Between Coffee Consumption and Risk of Migraine: A Mendelian Randomization Study",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,11,0,11
2022,"Causal Association Between Heart Failure and Alzheimer’s Disease: A Two-Sample Bidirectional Mendelian Randomization Study",16648021,"Frontiers in Genetics","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,11,0,11
2022,"Causal Association Between Periodontitis and Type 2 Diabetes: A Bidirectional Two-Sample Mendelian Randomization Analysis",16648021,"Frontiers in Genetics","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,11,0,11
2022,"Understanding Factors That Cause Tinnitus: A Mendelian Randomization Study in the UK Biobank",15384667,"Ear and Hearing","43","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,11,0,11
2022,"Morning Cortisol and Circulating Inflammatory Cytokine Levels: A Mendelian Randomisation Study",20734425,"Genes","13","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,11,0,11
2022,"Postdiagnosis BMI Change Is Associated with Non-Small Cell Lung Cancer Survival",15387755,"Cancer Epidemiology Biomarkers and Prevention","31","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,11,0,11
2022,"Homocysteine and female fertility, pregnancy loss and offspring birthweight: a two-sample Mendelian randomization study",14765640,"European Journal of Clinical Nutrition","76","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,11,0,11
2021,"Welch-weighted Egger regression reduces false positives due to correlated pleiotropy in Mendelian randomization",15376605,"American Journal of Human Genetics","108","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,1,11,0,11
2021,"Blood pressure and risk of cancer: a Mendelian randomization study",14712407,"BMC Cancer","21","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,11,0,11
2021,"Epigenome-wide association study of serum urate reveals insights into urate co-regulation and the SLC2A9 locus",20411723,"Nature Communications","12","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,11,0,11
2021,"Mendelian randomization study of interleukin (IL)-1 family and lung cancer",20452322,"Scientific Reports","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,11,0,11
2021,"Hearing difficulty is linked to Alzheimer’s disease by common genetic vulnerability, not shared genetic architecture",20563973,"npj Aging and Mechanisms of Disease","7","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,11,0,11
2021,"Investigating the relationships between unfavourable habitual sleep and metabolomic traits: evidence from multi-cohort multivariable regression and Mendelian randomization analyses",17417015,"BMC Medicine","19","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,0,11,0,11
2021,"Leveraging genetic data to elucidate the relationship between COVID-19 and ischemic stroke",20479980,"Journal of the American Heart Association","10","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,11,0,11
2021,"Assessing the linear and non-linear association of HbA1c with cardiovascular disease: a Mendelian randomisation study",14320428,"Diabetologia","64","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,11,0,11
2021,"Causal association of monounsaturated fatty acids with rheumatoid arthritis but not osteoarthritis: A two-sample Mendelian randomization study",18731244,"Nutrition","91-92","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,11,0,11
2021,"Selection into shift work is influenced by educational attainment and body mass index: A Mendelian randomization study in the UK Biobank",14643685,"International Journal of Epidemiology","50","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,11,0,11
2021,"Causal effects of education on chronic kidney disease: a Mendelian randomization study",20488513,"Clinical Kidney Journal","14","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,1,11,0,11
2021,"Mendelian randomization study on vitamin D levels and osteoarthritis risk: A concise report",14620332,"Rheumatology (United Kingdom)","60","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,11,0,11
2021,"Cardiovascular symptoms affect the patterns of habitual coffee consumption",19383207,"American Journal of Clinical Nutrition","114","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,0,11,0,11
2021,"High circulating insulin-like growth factor-1 reduces the risk of renal cell carcinoma: A Mendelian randomization study",14602180,"Carcinogenesis","42","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,1,11,0,11
2021,"Causal association between periodontitis and parkinson’s disease: A bidirectional mendelian randomization study",20734425,"Genes","12","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,11,0,11
2021,"A Mendelian Randomization Study of Plasma Homocysteine Levels and Cerebrovascular and Neurodegenerative Diseases",16648021,"Frontiers in Genetics","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,11,0,11
2021,"Causal effects of homocysteine, folate, and cobalamin on kidney function: A mendelian randomization study",20726643,"Nutrients","13","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,11,0,11
2021,"Circulating chemerin levels are determined through circulating platelet counts in nondiabetic Taiwanese people: A bidirectional Mendelian randomization study",18791484,"Atherosclerosis","320","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,0,11,0,11
2021,"Stroke and Myocardial Infarction: A Bidirectional Mendelian Randomization Study",11787074,"International Journal of General Medicine","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1,11,0,11
