Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs56902655,OR,-0.022,0.004,0.013,0.065
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2289791,OR,-0.018,0.003,0.001,0.052
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs60833441,OR,-0.014,0.003,-0.085,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs62007780,OR,-0.016,0.003,-0.098,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs12442563,OR,-0.023,0.003,0.067,0.053
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4310804,OR,-0.018,0.003,-0.009,0.052
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs8027457,OR,0.015,0.003,0.024,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1139897,OR,-0.024,0.003,-0.008,0.054
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11076962,OR,0.018,0.003,-0.019,0.05
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7192140,OR,-0.017,0.003,0.022,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9922607,OR,-0.022,0.003,0.013,0.055
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9941217,OR,-0.019,0.003,-0.046,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7188873,OR,0.02,0.003,-0.012,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6497840,OR,0.023,0.003,-0.002,0.049
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4785187,OR,0.02,0.003,-0.007,0.054
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs8050598,OR,0.019,0.003,0.035,0.052
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs12918191,OR,-0.02,0.003,0,0.052
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9302604,OR,0.019,0.003,0.004,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9936784,OR,0.014,0.003,0.071,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs62052916,OR,-0.032,0.005,-0.187,0.092
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4788676,OR,-0.018,0.003,0.02,0.053
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs61537885,OR,-0.04,0.007,-0.423,1.481
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs117657830,OR,-0.038,0.006,-0.113,0.114
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1050847,OR,-0.015,0.003,0.014,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11642231,OR,-0.016,0.003,-0.039,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4790874,OR,0.017,0.003,-0.007,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11078713,OR,-0.015,0.003,-0.016,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs28441558,OR,-0.036,0.006,-0.055,0.096
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11651955,OR,-0.014,0.003,-0.002,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs67777803,OR,-0.025,0.003,0,0.059
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2344976,OR,-0.015,0.003,-0.046,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs3764351,OR,-0.015,0.003,0.052,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs72836318,OR,-0.017,0.003,-0.007,0.052
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs17692129,OR,0.02,0.003,0.036,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs75919030,OR,-0.021,0.003,-0.035,0.051
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2938134,OR,-0.018,0.003,0.053,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2587507,OR,-0.015,0.003,0.015,0.044
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs34342129,OR,-0.014,0.003,-0.02,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4476253,OR,-0.018,0.003,0.009,0.052
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs7505855,OR,-0.017,0.003,-0.032,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs8096225,OR,0.016,0.003,0.012,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs67050670,OR,-0.02,0.003,0.004,0.053
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs2359180,OR,-0.014,0.003,-0.206,0.079
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs72898831,OR,-0.024,0.004,-0.018,0.061
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs8083764,OR,-0.016,0.003,0.039,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1373178,OR,-0.02,0.003,0.121,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs62098013,OR,0.018,0.003,0.048,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs72938304,OR,-0.027,0.004,-0.085,0.072
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs11872397,OR,-0.017,0.003,0.089,0.05
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs71367544,OR,0.021,0.003,-0.068,0.056
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs76608582,OR,-0.035,0.006,0.026,0.108
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs10853981,OR,0.015,0.003,0.038,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs113230003,OR,-0.019,0.003,0.059,0.05
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs8103660,OR,0.016,0.003,0,0.047
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs117734003,OR,0.03,0.005,-0.104,0.094
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1126757,OR,0.014,0.003,-0.039,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6050446,OR,0.054,0.008,-0.205,0.114
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6058782,OR,0.03,0.004,-0.125,0.075
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs1555445,OR,0.019,0.003,0.004,0.048
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6073075,OR,-0.019,0.003,0.068,0.06
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs910912,OR,-0.017,0.003,0.043,0.051
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs6011779,OR,-0.019,0.003,-0.002,0.057
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs3810496,OR,0.016,0.003,0.051,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4818005,OR,-0.02,0.003,0.008,0.045
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs139896,OR,0.015,0.003,-0.077,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs4822102,OR,-0.017,0.003,0.014,0.046
Clift et al,[@clift_smoking_2022],10.1136/thoraxjnl-2021-217080,Genetically Determined Smoking Initiation,COVID-19 Infection,rs9627272,OR,-0.015,0.003,0.028,0.046
